Timestamp,KeyEncryptTime(ms),HEDecryptTime(ms),HESumTime(ms),FinalDecryptTime(ms),SumDecryptTime(ms),TotalProcessTime(ms),InputSize(B),EncKeySize(B),HEDecryptOutSize(B),HESumOutSize(B),FinalPlaintextSize(B),HEDecryptCTCount,HESumCTCount,NoiseBudgetEncKey(b),NoiseBudgetAfterDecrypt(b),NoiseBudgetAfterSum(b),HEDecryptedSum,GroundTruthSum,HW_Match,Status,PolyModDegree,PlainModulus,CoeffModulusInfo,SecurityLevel
2025-05-12 09:09:21 GMT,26902,1217364,162031,52422,1549,1460490,44,1572308712,2445779232,69680320,44,351,10,492,324,136,191,191,true,"OK",0,0,"N/A",128
2025-05-13 21:02:23 GMT,18660,835681,86028,29815,1223,971576,44,905908536,1423535256,40556560,44,351,10,370,204,4,191,191,true,"OK",0,0,"N/A",128
2025-05-22 17:27:58 GMT,18278,759453,71743,30003,1006,880660,44,905908536,1423535256,40556560,44,351,10,370,204,4,191,191,true,"OK",0,0,"N/A",128
2025-05-22 18:15:49 GMT,20778,855908,83450,41038,1666,1002979,44,905908536,1423535256,40556560,44,351,10,370,204,4,191,191,true,"OK",0,0,"N/A",128
2025-05-22 18:53:14 GMT,19695,903571,91690,31353,1441,1047879,44,905908536,1423535256,40556560,44,351,10,370,204,4,191,191,true,"OK",0,0,"N/A",128
